,IDFecha,IDTipoVuelo,IDTipoTrafico,IDEmpresa,IDEquipo,IDAeropuertoOrigen,IDAeropuertoDestino,Vuelos,Pasajeros,CargaBordo,TotalSillas,TotalCarga,ID
459,31,3,0,23,53,211,92,1,5,55.0,5,55,459
460,17,3,0,23,53,211,92,2,4,25.0,4,25,460
461,27,3,0,23,53,211,92,2,8,86.0,8,86,461
462,65,3,0,23,53,509,371,1,2,26.0,2,26,462
463,66,3,0,23,53,509,371,2,3,17.0,3,17,463
464,77,3,0,23,53,807,669,1,1,0.0,1,0,464
465,36,3,0,23,53,211,92,1,3,25.0,3,25,465
466,41,3,0,23,53,211,92,1,1,20.0,1,20,466
467,55,3,0,23,53,211,92,1,2,65.0,2,65,467
468,23,3,0,23,53,211,92,3,9,115.0,9,115,468
469,45,3,0,23,53,211,92,2,2,65.0,2,65,469
470,70,3,0,23,53,509,371,2,4,40.0,4,40,470
471,25,3,0,23,53,211,92,1,1,10.0,1,10,471
472,20,3,0,23,53,211,92,1,3,20.0,3,20,472
473,56,3,0,23,53,211,92,1,1,10.0,1,10,473
474,64,3,0,23,53,509,371,1,1,0.0,1,0,474
475,49,3,0,23,53,211,92,1,4,10.0,4,10,475
476,42,3,0,23,53,211,92,1,1,0.0,1,0,476
477,69,3,0,23,53,509,371,2,6,320.0,6,320,477
478,14,3,0,5,53,211,92,3,6,65.0,6,65,478
479,22,3,0,5,53,211,92,1,4,30.0,4,30,479
480,15,3,0,5,53,211,92,2,6,20.0,6,20,480
481,24,3,0,5,53,211,92,1,1,0.0,1,0,481
482,6,3,0,5,53,211,92,1,2,30.0,2,30,482
483,21,3,0,5,53,211,92,1,4,50.0,4,50,483
484,16,3,0,5,53,211,92,3,13,30.0,13,30,484
485,13,3,0,5,53,211,92,1,3,0.0,3,0,485
486,26,3,0,5,53,211,92,1,1,0.0,1,0,486
487,76,3,0,17,53,807,669,1,4,0.0,4,0,487
488,74,3,0,1,53,807,669,1,1,30.0,1,30,488
489,48,3,0,1,53,211,92,1,0,0.0,0,0,489
490,9,3,0,1,53,211,92,2,6,141.0,6,141,490
491,12,3,0,1,53,211,92,3,4,21.0,4,21,491
492,17,3,0,1,53,211,92,1,2,21.0,2,21,492
493,15,3,0,1,53,211,92,1,2,0.0,2,0,493
494,14,3,0,1,53,211,92,1,5,0.0,5,0,494
495,11,3,0,1,53,211,92,2,5,40.0,5,40,495
496,39,3,0,1,53,211,92,1,5,0.0,5,0,496
497,41,3,0,1,53,211,92,1,5,0.0,5,0,497
498,81,3,0,69,56,853,669,1,1,20.0,1,20,498
499,78,3,0,3,106,810,567,1,2,0.0,2,0,499
500,83,3,0,3,106,810,567,1,1,0.0,1,0,500
501,46,3,0,55,55,214,4,2,0,18.0,0,18,501
502,46,3,0,76,106,199,231,1,2,370.0,2,370,502
503,45,3,0,76,106,199,231,2,1,0.0,1,0,503
504,3,3,0,82,106,199,231,1,2,50.0,2,50,504
505,22,3,0,4,61,199,231,1,7,100.0,7,100,505
506,45,3,0,62,52,199,231,2,4,50.0,4,50,506
507,62,3,0,6,53,497,529,1,5,0.0,5,0,507
508,44,3,0,76,53,199,231,5,8,1150.0,8,1150,508
509,45,3,0,76,53,199,231,2,5,0.0,5,0,509
510,66,3,0,47,61,502,529,1,0,0.0,0,0,510
511,55,3,0,75,91,201,231,1,0,0.0,0,0,511
512,36,2,0,9,89,253,231,1,1,0.0,16,195,512
513,36,2,0,9,74,253,231,1,1,0.0,18,209,513
514,2,3,0,82,106,205,231,1,0,140.0,0,140,514
515,77,3,0,62,106,810,827,1,3,50.0,3,50,515
516,62,3,0,47,61,512,529,1,5,0.0,5,0,516
517,55,3,0,44,59,214,231,1,2,40.0,2,40,517
518,13,3,0,66,106,196,231,1,4,20.0,4,20,518
519,5,3,0,55,55,196,231,1,9,0.0,9,0,519
520,26,3,0,85,55,196,231,1,7,0.0,7,0,520
521,30,3,0,85,55,196,231,2,14,0.0,14,0,521
522,19,3,0,85,55,196,231,1,3,0.0,3,0,522
523,20,3,0,85,55,196,231,2,12,0.0,12,0,523
524,14,3,0,85,55,196,231,1,6,45.0,6,45,524
525,18,3,0,85,55,196,231,1,7,45.0,7,45,525
526,32,3,0,85,55,196,231,1,9,30.0,9,30,526
527,35,3,0,0,41,196,231,1,1,0.0,1,0,527
528,70,3,0,0,41,494,529,1,9,0.0,9,0,528
529,62,3,0,0,41,494,529,1,0,0.0,0,0,529
530,27,3,0,0,41,196,231,1,3,0.0,3,0,530
531,54,3,0,0,41,196,231,1,9,0.0,9,0,531
532,26,3,0,70,91,196,231,1,7,100.0,7,100,532
533,31,3,0,70,91,196,231,1,11,50.0,11,50,533
534,23,3,0,70,91,196,231,1,5,120.0,5,120,534
535,38,3,0,70,91,196,231,1,1,0.0,1,0,535
536,28,3,0,70,91,196,231,1,8,90.0,8,90,536
537,43,3,0,81,106,208,231,1,2,5.0,2,5,537
538,73,3,0,0,41,804,827,1,3,0.0,3,0,538
539,72,3,0,0,41,804,827,1,6,180.0,6,180,539
540,37,3,0,70,91,208,231,1,11,0.0,11,0,540
541,30,3,0,29,104,484,126,1,3,81.0,3,81,541
542,16,3,0,0,17,244,228,2,0,4000.0,0,4000,542
543,26,3,0,0,17,244,228,1,0,300.0,0,300,543
544,9,3,0,0,17,244,228,2,0,6800.0,0,6800,544
545,5,2,0,65,16,199,228,1,0,2640.0,0,5500,545
546,43,3,0,0,16,199,228,1,1,0.0,1,0,546
547,46,3,0,66,60,239,228,1,2,0.0,2,0,547
548,64,3,0,66,60,537,526,1,2,100.0,2,100,548
549,45,3,0,66,60,239,228,3,8,0.0,8,0,549
550,44,3,0,66,60,239,228,1,2,0.0,2,0,550
551,75,3,0,66,60,835,824,1,2,150.0,2,150,551
552,56,3,0,66,60,239,228,1,2,0.0,2,0,552
553,65,3,0,66,60,537,526,3,6,150.0,6,150,553
554,72,3,0,66,60,835,824,1,2,0.0,2,0,554
555,63,3,0,66,60,537,526,1,2,0.0,2,0,555
556,47,3,0,66,60,239,228,2,6,0.0,6,0,556
557,51,3,0,66,60,239,228,1,2,0.0,2,0,557
558,48,3,0,66,60,239,228,2,4,100.0,4,100,558
559,73,3,0,66,60,835,824,1,2,100.0,2,100,559
560,59,3,0,66,60,239,228,1,2,0.0,2,0,560
561,49,3,0,66,60,239,228,1,2,100.0,2,100,561
562,76,3,0,66,60,835,824,2,0,0.0,0,0,562
563,6,3,0,68,89,239,228,1,5,0.0,5,0,563
564,23,3,0,68,89,239,228,1,9,0.0,9,0,564
565,37,3,0,68,89,239,228,1,18,0.0,18,0,565
566,67,3,0,68,89,537,526,1,0,0.0,0,0,566
567,1,3,0,68,89,239,228,1,2,0.0,2,0,567
568,54,3,0,68,89,239,228,1,6,0.0,6,0,568
569,62,3,0,68,89,537,526,2,0,0.0,0,0,569
570,44,3,0,70,43,239,228,2,12,120.0,12,120,570
571,48,3,0,70,43,239,228,1,8,0.0,8,0,571
572,45,3,0,70,43,239,228,1,8,0.0,8,0,572
573,29,3,0,70,43,239,228,1,6,100.0,6,100,573
574,34,3,0,70,43,239,228,2,9,75.0,9,75,574
575,43,3,0,70,43,239,228,1,7,0.0,7,0,575
576,23,3,0,66,106,239,228,3,6,300.0,6,300,576
577,41,3,0,66,106,239,228,1,2,0.0,2,0,577
578,7,3,0,66,106,239,228,2,4,200.0,4,200,578
579,4,3,0,66,106,239,228,1,2,100.0,2,100,579
580,45,3,0,66,106,239,228,1,2,50.0,2,50,580
581,6,3,0,66,106,239,228,2,4,200.0,4,200,581
582,44,3,0,66,106,239,228,1,2,50.0,2,50,582
583,16,3,0,66,106,239,228,2,4,200.0,4,200,583
584,30,3,0,66,106,239,228,1,2,200.0,2,200,584
585,17,3,0,66,106,239,228,3,6,300.0,6,300,585
586,22,3,0,66,106,239,228,1,2,0.0,2,0,586
587,8,3,0,66,106,239,228,3,6,220.0,6,220,587
588,36,3,0,66,106,239,228,1,2,100.0,2,100,588
589,76,3,0,66,106,835,824,1,0,45.0,0,45,589
590,19,3,0,66,106,239,228,2,4,400.0,4,400,590
591,15,3,0,66,106,239,228,2,4,180.0,4,180,591
592,21,3,0,66,106,239,228,5,10,150.0,10,150,592
593,0,3,0,66,106,239,228,4,8,400.0,8,400,593
594,24,3,0,66,106,239,228,2,4,150.0,4,150,594
595,5,3,0,66,106,239,228,2,4,110.0,4,110,595
596,20,3,0,66,106,239,228,1,2,300.0,2,300,596
597,3,3,0,66,106,239,228,1,2,100.0,2,100,597
598,59,3,0,66,106,239,228,1,2,150.0,2,150,598
599,1,3,0,66,106,239,228,2,4,50.0,4,50,599
600,14,3,0,66,106,239,228,1,2,0.0,2,0,600
601,35,3,0,66,106,239,228,2,4,100.0,4,100,601
602,11,3,0,66,106,239,228,2,4,200.0,4,200,602
603,13,3,0,66,106,239,228,2,4,200.0,4,200,603
604,9,3,0,66,106,239,228,3,6,300.0,6,300,604
605,2,3,0,66,106,239,228,3,6,200.0,6,200,605
606,26,3,0,66,106,239,228,1,2,150.0,2,150,606
607,43,3,0,66,106,239,228,1,2,0.0,2,0,607
608,29,3,0,66,106,239,228,2,4,250.0,4,250,608
609,68,3,0,66,106,537,526,2,3,100.0,3,100,609
610,18,3,0,66,106,239,228,2,4,200.0,4,200,610
611,10,3,0,66,106,239,228,2,4,100.0,4,100,611
612,25,3,0,66,106,239,228,2,4,100.0,4,100,612
613,34,3,0,66,106,239,228,3,6,100.0,6,100,613
614,48,3,0,55,106,239,228,1,1,0.0,1,0,614
615,70,3,0,2,106,537,526,1,5,0.0,5,0,615
616,76,3,0,2,106,835,824,1,4,0.0,4,0,616
617,83,3,0,55,55,835,824,1,0,0.0,0,0,617
618,61,3,0,55,55,537,526,1,9,0.0,9,0,618
619,44,3,0,55,55,239,228,2,18,1145.0,18,1145,619
620,46,3,0,55,55,239,228,2,9,695.0,9,695,620
621,63,3,0,55,55,537,526,2,9,0.0,9,0,621
622,59,3,0,55,55,239,228,3,9,0.0,9,0,622
623,51,3,0,55,55,239,228,2,0,0.0,0,0,623
624,41,3,0,55,55,239,228,2,3,232.0,3,232,624
625,57,3,0,55,55,239,228,5,25,0.0,25,0,625
626,47,3,0,55,55,239,228,1,8,618.0,8,618,626
627,64,3,0,55,55,537,526,1,9,0.0,9,0,627
628,50,3,0,55,55,239,228,2,18,0.0,18,0,628
629,56,3,0,55,55,239,228,3,26,0.0,26,0,629
630,49,3,0,55,55,239,228,3,25,0.0,25,0,630
631,62,3,0,55,55,537,526,2,18,595.0,18,595,631
632,48,3,0,55,55,239,228,3,22,0.0,22,0,632
633,58,3,0,55,55,239,228,2,1,0.0,1,0,633
634,45,3,0,55,55,239,228,4,11,850.0,11,850,634
635,52,3,0,55,55,239,228,2,18,0.0,18,0,635
636,68,3,0,55,55,537,526,2,8,0.0,8,0,636
637,42,3,0,55,55,239,228,1,8,509.0,8,509,637
638,43,3,0,55,55,239,228,2,5,318.0,5,318,638
639,54,3,0,55,55,239,228,3,11,0.0,11,0,639
640,60,3,0,55,55,537,526,2,13,0.0,13,0,640
641,55,3,0,55,55,239,228,2,16,0.0,16,0,641
642,53,3,0,55,55,239,228,2,16,0.0,16,0,642
643,22,3,0,70,41,239,228,1,8,100.0,8,100,643
644,52,3,0,70,41,239,228,1,3,100.0,3,100,644
645,5,3,0,70,41,239,228,1,6,100.0,6,100,645
646,39,3,0,70,41,239,228,1,6,90.0,6,90,646
647,50,3,0,70,41,239,228,1,3,50.0,3,50,647
648,40,3,0,60,41,239,228,9,1,0.0,1,0,648
649,67,3,0,60,41,537,526,1,9,0.0,9,0,649
650,59,3,0,60,41,239,228,1,1,0.0,1,0,650
651,16,3,0,23,44,239,228,1,1,0.0,1,0,651
652,1,3,0,55,62,239,228,1,2,0.0,2,0,652
653,53,3,0,55,62,239,228,1,0,0.0,0,0,653
654,15,3,0,55,62,239,228,1,2,0.0,2,0,654
655,5,3,0,55,62,239,228,1,1,0.0,1,0,655
656,39,3,0,66,103,239,228,1,2,50.0,2,50,656
657,36,3,0,66,103,239,228,1,2,0.0,2,0,657
658,32,3,0,66,103,239,228,2,4,250.0,4,250,658
659,28,3,0,66,103,239,228,2,4,150.0,4,150,659
660,30,3,0,66,103,239,228,1,2,150.0,2,150,660
661,25,3,0,66,103,239,228,4,9,130.0,9,130,661
662,29,3,0,0,17,239,228,1,0,580.0,0,580,662
663,51,3,0,0,17,239,228,1,0,0.0,0,0,663
664,15,3,0,70,91,239,228,1,8,80.0,8,80,664
665,17,3,0,70,91,239,228,1,16,165.0,16,165,665
666,32,3,0,70,91,239,228,1,8,100.0,8,100,666
667,43,3,0,70,91,239,228,1,0,800.0,0,800,667
668,28,3,0,70,91,239,228,2,20,90.0,20,90,668
669,3,3,0,70,91,239,228,1,9,150.0,9,150,669
670,9,3,0,70,91,239,228,1,14,120.0,14,120,670
671,34,3,0,70,91,239,228,1,14,200.0,14,200,671
672,11,3,0,70,91,239,228,1,19,190.0,19,190,672
673,8,3,0,70,91,239,228,1,19,170.0,19,170,673
674,13,3,0,70,91,239,228,2,30,300.0,30,300,674
675,20,3,0,70,91,239,228,1,14,170.0,14,170,675
676,16,3,0,70,91,239,228,1,12,0.0,12,0,676
677,12,3,0,70,91,239,228,1,17,250.0,17,250,677
678,14,3,0,70,91,239,228,1,19,100.0,19,100,678
679,37,3,0,70,91,239,228,1,1,0.0,1,0,679
680,60,3,0,75,91,537,526,1,12,0.0,12,0,680
681,67,3,0,55,14,537,526,1,8,0.0,8,0,681
682,42,3,0,55,14,239,228,1,1,64.0,1,64,682
683,59,3,0,55,14,239,228,1,0,0.0,0,0,683
684,46,3,0,55,14,239,228,1,4,309.0,4,309,684
685,39,3,0,4,59,239,228,1,1,0.0,1,0,685
686,55,3,0,45,24,239,228,9,161,155.0,161,155,686
687,53,3,0,45,24,239,228,12,187,100.0,187,100,687
688,83,3,0,45,24,835,824,10,168,44.0,168,44,688
689,49,3,0,45,24,239,228,10,150,630.0,150,630,689
690,56,3,0,45,24,239,228,10,167,905.0,167,905,690
691,70,3,0,45,24,537,526,7,128,488.0,128,488,691
692,75,3,0,45,24,835,824,9,167,264.0,167,264,692
693,60,3,0,45,24,537,526,9,157,200.0,157,200,693
694,58,3,0,45,24,239,228,9,141,600.0,141,600,694
695,74,3,0,45,24,835,824,9,159,308.0,159,308,695
696,50,3,0,45,24,239,228,10,154,340.0,154,340,696
697,72,3,0,45,24,835,824,9,152,88.0,152,88,697
698,66,3,0,45,24,537,526,9,166,463.0,166,463,698
699,77,3,0,45,24,835,824,9,166,220.0,166,220,699
700,78,3,0,45,24,835,824,7,127,176.0,127,176,700
701,71,3,0,45,24,537,526,10,161,548.0,161,548,701
702,68,3,0,45,24,537,526,10,178,30.0,178,30,702
703,80,3,0,45,24,835,824,9,157,220.0,157,220,703
704,81,3,0,45,24,835,824,8,144,132.0,144,132,704
705,57,3,0,45,24,239,228,11,178,345.0,178,345,705
706,48,3,0,45,24,239,228,11,162,120.0,162,120,706
707,64,3,0,45,24,537,526,8,146,445.0,146,445,707
708,59,3,0,45,24,239,228,11,181,250.0,181,250,708
709,61,3,0,45,24,537,526,8,128,145.0,128,145,709
710,65,3,0,45,24,537,526,6,111,400.0,111,400,710
711,73,3,0,45,24,835,824,8,143,220.0,143,220,711
712,67,3,0,45,24,537,526,8,129,842.0,129,842,712
713,51,3,0,45,24,239,228,6,111,358.0,111,358,713
714,79,3,0,45,24,835,824,9,159,220.0,159,220,714
715,69,3,0,45,24,537,526,9,146,88.0,146,88,715
716,82,3,0,45,24,835,824,9,131,88.0,131,88,716
717,76,3,0,45,24,835,824,8,139,264.0,139,264,717
718,47,3,0,45,24,239,228,2,38,658.0,38,658,718
719,52,3,0,45,24,239,228,9,168,300.0,168,300,719
720,54,3,0,45,24,239,228,9,156,20.0,156,20,720
721,62,3,0,45,24,537,526,8,134,890.0,134,890,721
722,63,3,0,45,24,537,526,9,155,135.0,155,135,722
723,58,3,0,70,24,239,228,1,15,400.0,15,400,723
724,48,3,0,70,24,239,228,1,11,100.0,11,100,724
725,1,3,0,70,24,239,228,13,232,1916.0,232,1916,725
726,19,3,0,70,24,239,228,8,138,1374.0,138,1374,726
727,41,3,0,70,24,239,228,15,243,3810.0,243,3810,727
728,59,3,0,70,24,239,228,1,19,330.0,19,330,728
729,28,3,0,70,24,239,228,8,134,1467.0,134,1467,729
730,45,3,0,70,24,239,228,1,6,100.0,6,100,730
731,15,3,0,70,24,239,228,9,161,1248.0,161,1248,731
732,39,3,0,70,24,239,228,13,222,2427.0,222,2427,732
733,13,3,0,70,24,239,228,11,172,4701.0,172,4701,733
734,0,3,0,70,24,239,228,14,239,2185.0,239,2185,734
735,36,3,0,70,24,239,228,13,203,3242.0,203,3242,735
736,38,3,0,70,24,239,228,13,226,2238.0,226,2238,736
737,26,3,0,70,24,239,228,11,160,1333.0,160,1333,737
738,32,3,0,70,24,239,228,8,131,1096.0,131,1096,738
739,3,3,0,70,24,239,228,12,199,1744.0,199,1744,739
740,24,3,0,70,24,239,228,10,163,1332.0,163,1332,740
741,43,3,0,70,24,239,228,4,51,530.0,51,530,741
742,11,3,0,70,24,239,228,16,199,4374.0,199,4374,742
743,6,3,0,70,24,239,228,15,224,2073.0,224,2073,743
744,22,3,0,70,24,239,228,15,234,2751.0,234,2751,744
745,9,3,0,70,24,239,228,14,233,2319.0,233,2319,745
746,51,3,0,70,24,239,228,1,19,0.0,19,0,746
747,33,3,0,70,24,239,228,9,159,1053.0,159,1053,747
748,25,3,0,70,24,239,228,7,124,996.0,124,996,748
749,4,3,0,70,24,239,228,13,235,2499.0,235,2499,749
750,5,3,0,70,24,239,228,14,234,2004.0,234,2004,750
751,34,3,0,70,24,239,228,12,194,1795.0,194,1795,751
752,35,3,0,70,24,239,228,12,190,2349.0,190,2349,752
753,49,3,0,70,24,239,228,1,0,0.0,0,0,753
754,31,3,0,70,24,239,228,11,180,1619.0,180,1619,754
755,16,3,0,70,24,239,228,10,159,1316.0,159,1316,755
756,18,3,0,70,24,239,228,9,145,1483.0,145,1483,756
757,7,3,0,70,24,239,228,12,206,1703.0,206,1703,757
758,23,3,0,70,24,239,228,12,170,1699.0,170,1699,758
759,37,3,0,70,24,239,228,12,206,2261.0,206,2261,759
760,14,3,0,70,24,239,228,10,179,1596.0,179,1596,760
761,30,3,0,70,24,239,228,11,159,3190.0,159,3190,761
762,21,3,0,70,24,239,228,12,197,2304.0,197,2304,762
763,27,3,0,70,24,239,228,8,147,1241.0,147,1241,763
764,2,3,0,70,24,239,228,16,283,2543.0,283,2543,764
765,40,3,0,70,24,239,228,20,309,3065.0,309,3065,765
766,8,3,0,70,24,239,228,19,301,2536.0,301,2536,766
767,10,3,0,70,24,239,228,12,211,1926.0,211,1926,767
768,42,3,0,70,24,239,228,7,98,1046.0,98,1046,768
769,17,3,0,70,24,239,228,11,191,1865.0,191,1865,769
770,29,3,0,70,24,239,228,10,164,1531.0,164,1531,770
771,20,3,0,70,24,239,228,10,170,1700.0,170,1700,771
772,12,3,0,70,24,239,228,15,244,2072.0,244,2072,772
773,35,3,0,75,24,239,228,1,3,1197.0,3,1197,773
774,33,3,0,75,24,239,228,1,2,909.0,2,909,774
775,43,3,0,63,24,239,228,11,194,350.0,194,350,775
776,47,3,0,63,24,239,228,5,93,0.0,93,0,776
777,42,3,0,63,24,239,228,11,150,340.0,150,340,777
778,45,3,0,63,24,239,228,11,156,200.0,156,200,778
779,46,3,0,63,24,239,228,10,146,400.0,146,400,779
780,44,3,0,63,24,239,228,5,89,0.0,89,0,780
781,11,3,0,66,97,239,228,1,2,100.0,2,100,781
782,14,2,0,20,72,239,228,30,783,777.0,1110,9000,782
783,0,2,0,20,72,239,228,31,657,415.0,1147,42003,783
784,9,2,0,20,72,239,228,30,801,1213.0,1110,42003,784
785,15,2,0,20,72,239,228,1,14,1123.0,37,9000,785
786,3,2,0,20,72,239,228,30,785,1454.0,1110,42003,786
787,11,2,0,20,72,239,228,29,804,1119.0,1073,42003,787
788,7,2,0,20,72,239,228,30,846,1707.0,1110,42003,788
789,5,2,0,20,72,239,228,30,788,1524.0,1110,5632,789
790,2,2,0,20,72,239,228,31,857,1226.0,1147,42003,790
791,6,2,0,20,72,239,228,31,852,532.0,1147,42003,791
792,1,2,0,20,72,239,228,28,635,920.0,1036,2003,792
793,13,2,0,20,72,239,228,28,797,769.0,1036,9000,793
794,4,2,0,20,72,239,228,31,828,1879.0,1147,42003,794
795,10,2,0,20,72,239,228,29,779,1511.0,1073,42003,795
796,12,2,0,20,72,239,228,30,610,818.0,1110,9000,796
797,8,2,0,20,72,239,228,30,854,1642.0,1110,42003,797
798,15,3,0,10,48,239,228,1,4,0.0,4,0,798
799,9,3,0,10,48,239,228,1,4,0.0,4,0,799
800,32,3,0,66,104,239,228,1,2,100.0,2,100,800
801,20,3,0,66,104,239,228,1,5,50.0,5,50,801
802,15,3,0,66,104,239,228,1,2,100.0,2,100,802
803,16,3,0,66,104,239,228,1,1,0.0,1,0,803
804,59,3,0,66,104,239,228,1,0,20.0,0,20,804
805,22,3,0,66,104,239,228,1,6,0.0,6,0,805
806,25,3,0,66,104,239,228,1,4,0.0,4,0,806
807,24,3,0,66,104,239,228,2,8,320.0,8,320,807
808,42,3,0,55,104,239,228,1,6,382.0,6,382,808
809,60,3,0,55,104,537,526,1,5,0.0,5,0,809
810,43,3,0,55,104,239,228,1,0,364.0,0,364,810
811,56,3,0,55,104,239,228,1,0,0.0,0,0,811
812,80,3,0,14,104,835,824,1,0,0.0,0,0,812
813,0,3,0,68,53,239,228,1,2,0.0,2,0,813
814,30,3,0,48,25,239,228,1,4,68.0,4,68,814
815,45,3,0,6,46,239,228,1,1,0.0,1,0,815
816,17,3,0,10,63,239,228,1,4,0.0,4,0,816
817,52,3,0,66,60,255,228,2,0,0.0,0,0,817
818,72,3,0,66,60,851,824,1,2,100.0,2,100,818
819,50,3,0,66,60,255,228,1,2,20.0,2,20,819
820,29,3,0,68,89,255,228,2,2,0.0,2,0,820
821,46,3,0,68,89,255,228,2,27,0.0,27,0,821
822,31,3,0,68,89,255,228,4,28,1.0,28,1,822
823,17,3,0,68,89,255,228,1,1,0.0,1,0,823
824,51,3,0,68,89,255,228,2,25,0.0,25,0,824
825,45,3,0,68,89,255,228,1,8,0.0,8,0,825
826,26,3,0,68,89,255,228,2,16,0.0,16,0,826
827,59,3,0,68,89,255,228,2,17,0.0,17,0,827
828,61,3,0,68,89,553,526,1,5,0.0,5,0,828
829,53,3,0,68,89,255,228,2,19,0.0,19,0,829
830,47,3,0,68,89,255,228,1,7,0.0,7,0,830
831,27,3,0,68,89,255,228,2,13,0.0,13,0,831
832,54,3,0,68,89,255,228,2,16,0.0,16,0,832
833,49,3,0,68,89,255,228,2,26,0.0,26,0,833
834,50,3,0,68,89,255,228,2,17,0.0,17,0,834
835,55,3,0,68,89,255,228,2,12,0.0,12,0,835
836,56,3,0,68,89,255,228,2,19,0.0,19,0,836
837,28,3,0,68,89,255,228,2,22,0.0,22,0,837
838,58,3,0,68,89,255,228,2,17,0.0,17,0,838
839,52,3,0,68,89,255,228,2,18,0.0,18,0,839
840,48,3,0,68,89,255,228,1,6,0.0,6,0,840
841,57,3,0,68,89,255,228,2,17,0.0,17,0,841
842,74,3,0,70,43,851,824,1,7,0.0,7,0,842
843,11,3,0,70,43,255,228,1,8,100.0,8,100,843
844,37,3,0,70,43,255,228,1,6,100.0,6,100,844
845,47,3,0,70,43,255,228,1,1,0.0,1,0,845
846,35,3,0,70,43,255,228,1,7,50.0,7,50,846
847,59,3,0,70,43,255,228,1,7,0.0,7,0,847
848,32,3,0,70,43,255,228,1,8,137.0,8,137,848
849,58,3,0,70,43,255,228,1,8,0.0,8,0,849
850,38,3,0,70,43,255,228,1,8,0.0,8,0,850
851,44,3,0,70,43,255,228,1,7,0.0,7,0,851
852,51,3,0,70,43,255,228,1,7,0.0,7,0,852
853,18,3,0,70,43,255,228,1,6,0.0,6,0,853
854,43,3,0,66,106,255,228,1,2,45.0,2,45,854
855,51,3,0,66,106,255,228,1,0,0.0,0,0,855
856,17,3,0,66,106,255,228,2,2,200.0,2,200,856
857,32,3,0,66,106,255,228,1,2,0.0,2,0,857
858,14,3,0,66,106,255,228,1,2,0.0,2,0,858
859,13,3,0,66,106,255,228,2,4,100.0,4,100,859
860,23,3,0,66,106,255,228,3,7,350.0,7,350,860
861,41,3,0,66,106,255,228,1,2,45.0,2,45,861
862,60,3,0,66,106,553,526,1,2,150.0,2,150,862
863,50,3,0,66,106,255,228,2,4,50.0,4,50,863
864,19,3,0,66,106,255,228,1,2,0.0,2,0,864
865,67,3,0,66,106,553,526,1,1,50.0,1,50,865
866,57,3,0,66,106,255,228,1,1,20.0,1,20,866
867,52,3,0,66,106,255,228,1,2,20.0,2,20,867
868,15,3,0,66,106,255,228,1,3,60.0,3,60,868
869,18,3,0,66,106,255,228,1,2,100.0,2,100,869
870,33,3,0,66,106,255,228,1,2,0.0,2,0,870
871,42,3,0,66,106,255,228,1,2,45.0,2,45,871
872,48,3,0,35,106,255,228,1,0,0.0,0,0,872
873,38,3,0,81,106,255,228,1,2,0.0,2,0,873
874,38,3,0,55,55,255,228,2,11,0.0,11,0,874
875,33,3,0,55,55,255,228,2,3,0.0,3,0,875
876,53,3,0,70,41,255,228,1,7,100.0,7,100,876
877,18,3,0,70,41,255,228,1,5,70.0,5,70,877
878,29,3,0,70,41,255,228,1,7,150.0,7,150,878
879,50,3,0,70,41,255,228,1,7,100.0,7,100,879
880,30,3,0,70,41,255,228,1,8,90.0,8,90,880
881,13,3,0,70,41,255,228,1,3,50.0,3,50,881
882,8,3,0,70,41,255,228,3,18,50.0,18,50,882
883,19,3,0,70,41,255,228,2,12,130.0,12,130,883
884,36,3,0,64,41,255,228,1,2,100.0,2,100,884
885,5,3,0,44,45,255,228,2,2,200.0,2,200,885
886,22,3,0,66,56,255,228,1,2,0.0,2,0,886
887,17,3,0,66,56,255,228,1,2,60.0,2,60,887
888,3,2,0,65,16,255,228,1,0,50.0,0,5500,888
889,51,3,0,0,16,255,228,1,0,0.0,0,0,889
890,5,3,0,23,44,255,228,1,1,100.0,1,100,890
891,16,3,0,10,62,255,228,1,2,0.0,2,0,891
892,33,3,0,55,62,255,228,1,1,1.0,1,1,892
893,31,3,0,55,62,255,228,1,0,50.0,0,50,893
894,51,3,0,55,62,255,228,1,0,0.0,0,0,894
895,31,3,0,66,103,255,228,2,4,100.0,4,100,895
896,32,3,0,66,103,255,228,1,2,0.0,2,0,896
897,52,3,0,0,17,255,228,2,0,0.0,0,0,897
898,44,3,0,0,17,255,228,1,1,0.0,1,0,898
899,33,3,0,0,17,255,228,1,0,1920.0,0,1920,899
900,46,3,0,70,91,255,228,2,17,150.0,17,150,900
901,35,3,0,70,91,255,228,1,16,220.0,16,220,901
902,23,3,0,70,91,255,228,3,40,960.0,40,960,902
903,7,3,0,70,91,255,228,3,49,430.0,49,430,903
904,33,3,0,70,91,255,228,1,19,150.0,19,150,904
905,1,3,0,70,91,255,228,3,45,395.0,45,395,905
906,15,3,0,70,91,255,228,3,24,340.0,24,340,906
907,25,3,0,70,91,255,228,2,32,280.0,32,280,907
908,2,3,0,70,91,255,228,2,26,180.0,26,180,908
909,17,3,0,70,91,255,228,3,48,420.0,48,420,909
910,14,3,0,70,91,255,228,4,41,520.0,41,520,910
911,28,3,0,70,91,255,228,4,59,615.0,59,615,911
912,12,3,0,70,91,255,228,2,30,280.0,30,280,912
913,5,3,0,70,91,255,228,1,17,15.0,17,15,913
914,6,3,0,70,91,255,228,1,17,150.0,17,150,914
915,20,3,0,70,91,255,228,2,21,125.0,21,125,915
916,22,3,0,70,91,255,228,4,62,680.0,62,680,916
