,IDAeropuerto,Sigla,IATA,NombreAeropuerto,Categoria,Latitud,Longitud,Municipio,Departamento,Propietario,Explotador,LongitudPista,AnchoPista,PBMO,Elevacion,Resolucion,Clase,Tipo,GCD_Municipio,GCD_Departamento,FechaInicioVigencia,FechaFinVigencia,VersionDelRegistro,Anio
428,130,9LX,no-especificado,LA GAITANA,Aeródromo,4.2253,-73.0298,Cabuyaro,Meta,P.VICENTE PERALES,FACOL LTDA.,737,18,4500,627,"1,844,000",1A,Público,50124,50,1900-01-01,2014-12-31,N,2014
429,131,9LY,no-especificado,SAN ISIDRO II,Aeródromo,4.1585,-73.3408,Cumaral,Meta,MARIA A PACHE OCHOA,MARIA A. PACHECO O.,726,12,2000,175,"4,730,000",1A,Fumigación,50226,50,1900-01-01,2014-12-31,N,2014
430,132,9MA,no-especificado,EL DELIRIO,Aeródromo,6.9831,-70.882,Arauca,Arauca,CARMEN A. CABEZAS PEREZ,FUMIVILLA,1158,3,3000,430,"5,180,000",1A,Privado,81001,81,1900-01-01,2014-12-31,N,2014
431,133,9MC,no-especificado,LA MONICA,Aeródromo,4.6856,-72.6005,Tauramena,Casanare,MAURICIO TORRES CUBIDES,ASAM LTDA.,1530,10,2000,554,"4,896,000",1A,Público,85410,85,1900-01-01,2014-12-31,N,2014
432,134,9MD,no-especificado,LA ABEJITA,Aeródromo,5.0095,-72.3234,Monterrey,Casanare,JOSE A. VARGAS P.,AGIL LTDA.,441,12,2000,682,"5,479,000",1A,Aerocivil,85162,85,1900-01-01,2014-12-31,N,2014
433,135,9ME,no-especificado,CACHIMBALITO - CA,Aeródromo,3.1653,-76.4738,Santander de Quilichao,Cauca,INCAUCA,INCAUCA.S.A. - ASOCAÑA,439,16,500,3241,"2,956,000",1A,Fumigación,19698,19,1900-01-01,2014-12-31,N,2014
434,136,9MG,no-especificado,MADREVIEJA,Aeródromo,5.4623,-71.9584,Nunchía,Casanare,CELMIRA BARRAGAN F.,CELMIRA BARRAGAN F.,544,5,2000,640,"4,509,000",1A,Público,85225,85,1900-01-01,2014-12-31,N,2014
435,137,9MH,no-especificado,SAN JUAN,Aeródromo,3.7017,-73.3774,San Martín,Meta,RODOLFO MENDEZ,MARIA A. PACHECO O.,1068,1,2000,870,"1,840,000",1A,Aerocivil,50689,50,1900-01-01,2014-12-31,N,2014
436,138,9MI,no-especificado,LA FORTUNA,Aeródromo,4.1028,-72.978,Puerto López,Meta,SAAC S.A.S,SAAC S.A.S,1431,2,3000,690,no-especificado,1A,Privado,50573,50,1900-01-01,2014-12-31,N,2014
437,139,9MJ,no-especificado,AGROFORESTAL MATA AZUL,Aeródromo,5.2897,-70.6337,Santa Rosalía,Vichada,no-especificado,RIOPAILA CASTILLA S.A.,1489,29,6500,118,"1,478,000",1A,Público,99624,99,1900-01-01,2014-12-31,N,2014
438,140,9MK,no-especificado,VILLA ISABELLA,Aeródromo,5.2993,-71.3434,Trinidad,Casanare,RAFAEL QUESADA,TAES LTDA.,1265,3,2000,620,"4,313,000",1A,Privado,85430,85,1900-01-01,2014-12-31,N,2014
439,141,9ML,no-especificado,MIRADOR,Aeródromo,5.4326,-71.6009,Trinidad,Casanare,ANGELICA VEGA,TAES LTDA.,914,13,2000,620,"4,314,000",1A,Fumigación,85430,85,1900-01-01,2014-12-31,N,2014
440,142,9MM,no-especificado,EL CARIBE,Aeródromo,5.7198,-71.4963,Paz de Ariporo,Casanare,REGULO GAMA OJEDA,FARO LTDA.,437,0,2000,585,"1,684,000",1A,Fumigación,85250,85,1900-01-01,2014-12-31,N,2014
441,143,9MN,no-especificado,EL PEDRAL BONANZA,Aeródromo,7.2417,-73.8151,Puerto Wilches,Santander,no-especificado,AEROPENORT LTDA.,884,0,3000,282,no-especificado,1A,Aerocivil,68575,68,1900-01-01,2014-12-31,N,2014
442,144,9MO,no-especificado,SAN NICOLAS,Aeródromo,4.4703,-72.4575,Tauramena,Casanare,CARLOS E. CONTRERAS,ASAM LTDA.,963,19,2000,585,"4,510,000",1A,Privado,85410,85,1900-01-01,2014-12-31,N,2014
443,145,9MP,no-especificado,LOS LOBOS,Aeródromo,4.4748,-72.7478,Tauramena,Casanare,AGROVIMART S.A.,AGIL LTDA.,561,13,3000,580,"1,685,000",1A,Privado,85410,85,1900-01-01,2014-12-31,N,2014
444,146,9MQ,no-especificado,EL RASTRO,Aeródromo,4.7022,-70.8617,Cumaribo,Vichada,EL RASTRO 1 S.A.S.,EL RASTRO  1 S.A.S,1025,17,2000,545,"7,391,000",1A,Público,99773,99,1900-01-01,2014-12-31,N,2014
445,147,9MR,no-especificado,LOS GANSOS,Aeródromo,4.6764,-70.9997,Cumaribo,Vichada,LOS GANSOS 1 S.A.S.,LOS GANSOS 1 S.AS.,359,79,2000,544,"7,390,000",1A,Fumigación,99773,99,1900-01-01,2014-12-31,N,2014
446,148,9MS,no-especificado,BETANIA,Aeródromo,5.5319,-71.6812,Trinidad,Casanare,DIOSELINO ACOSTA,SAO E.U.,778,5,2000,2030,"1,216,000",1A,Público,85430,85,1900-01-01,2014-12-31,N,2014
447,149,9MT,no-especificado,AGUAS CLARAS,Aeródromo,7.2731,-73.5626,Sabana de Torres,Santander,EDGAR MEZA ORTIZ,EDGAR MEZA ORTIZ,161,4,2500,652,"1,681,000",1A,Fumigación,68655,68,1900-01-01,2014-12-31,N,2014
448,150,9MV,no-especificado,MARIA JUANA,Aeródromo,5.0054,-72.3959,Aguazul,Casanare,BLANCA E. BULLA PULIDO,SAAC S.A.S.,950,4,2000,1191,"2,137,000",1A,Público,85010,85,1900-01-01,2014-12-31,N,2014
449,151,9MW,no-especificado,LAS NUBES,Aeródromo,4.2563,-71.7977,Puerto Gaitán,Meta,AGMO NUBES INVER.S.A.S,AGMO NUBES INVERSIONES,263,30,4500,1030,"1,942,000",1A,Fumigación,50568,50,1900-01-01,2014-12-31,N,2014
450,152,9MX,no-especificado,EL SILENCIO,Aeródromo,5.7555,-71.6583,Paz de Ariporo,Casanare,PEDRO A. VARGAS BECERRA,AEROTEC LTDA.,960,7,2000,577,"2,130,000",1A,Fumigación,85250,85,1900-01-01,2014-12-31,N,2014
451,153,9MY,no-especificado,AFGANISTAN,Aeródromo,5.886,-71.408,Paz de Ariporo,Casanare,JOSE IVAN CORTES P.,SANDRA PATRICIA YATE,1700,14,2000,577,"2,131,000",1A,Público,85250,85,1900-01-01,2014-12-31,N,2014
452,154,9MZ,no-especificado,LA FORTALEZA,Aeródromo,5.7953,-71.7571,Paz de Ariporo,Casanare,HENRY MARTINEZ C.,FAAC S.A.S.,1594,1,2000,640,"4,938,000",1A,Público,85250,85,1900-01-01,2014-12-31,N,2014
453,155,9NA,no-especificado,LOS GUIRES,Aeródromo,6.1853,-71.521,Hato Corozal,Casanare,EDISON DELGADO,FAAC S.A.S.,1091,18,2000,538,"4,938,000",1A,Fumigación,85125,85,1900-01-01,2014-12-31,N,2014
454,156,9NB,no-especificado,LAS PALMAS,Aeródromo,8.5803,-73.6619,La Gloria,Cesar,NAVIAGRI - NAVILOG S.A.,CELTA LTDA.,861,20,2500,554,"5,531,000",1A,Fumigación,20383,20,1900-01-01,2014-12-31,N,2014
455,157,A01,no-especificado,CAMPO ALEGRE,Aeródromo,1.8653,-69.0101,Inírida,Guainía,GOBERNACION,GOBERNACION,831,28,2000,577,"1,333,000",1A,Público,94001,94,1900-01-01,2014-12-31,N,2014
456,158,A02,no-especificado,CAÑO COLORADO,Aeródromo,2.2774,-68.3599,Inírida,Guainía,GOBERNACION,GOBERNACION,603,22,12202,413,"4,419,000",1C,Público,94001,94,1900-01-01,2014-12-31,N,2014
457,159,A03,no-especificado,FORTUL,Aeródromo,6.7817,-71.7791,Fortul,Arauca,GOBERNACION,MUNICIPIO,1330,20,4000,730,"2,036,000",1A,Aerocivil,81300,81,1900-01-01,2014-12-31,N,2014
458,160,A04,no-especificado,SANTA ROSA DEL SUR,Aeródromo,7.9629,-76.034,Santa Rosa del Sur,Bolívar,MUNICIPIO,MUNICIPIO,1389,23,5000,61,"5,959,000",1A,Fumigación,13688,13,1900-01-01,2014-12-31,N,2014
459,161,ABT,no-especificado,AGUA BLANCA,Aeródromo,4.4656,-74.9948,Piedras,Tolima,SOCIEDAD CULTIVOS SAN JOSE,CRUZ VERDE,636,16,2000,1994,"4,508,000",1A,Privado,73547,73,1900-01-01,2014-12-31,N,2014
460,162,ACD,ACD,ALCIDES FERNANDEZ,Regional,8.4969,-77.2739,Acandí,Chocó,INCORA LTDA,MUNICIPIO,703,0,no-especificado,50,"1,072,000",3A,Público,27006,27,1900-01-01,2014-12-31,N,2014
461,163,ACI,no-especificado,EL MONASTERIO,Aeródromo,3.9587,-73.4425,Acacías,Meta,EFA LTDA.,EFA LTDA.,361,12,2000,948,"2,634,000",1A,Privado,50006,50,1900-01-01,2014-12-31,N,2014
462,164,ACL,ACL,AGUACLARA,Aeródromo,4.7333,-73.0583,Sabanalarga,Casanare,CORREGIMIENTO,CORREGIMIENTO,904,14,12202,1033,"3,660,000",1C,Fumigación,85300,85,1900-01-01,2014-12-31,N,2014
463,165,ACP,no-especificado,ACAPULCO,Aeródromo,5.4086,-71.8694,Nunchía,Casanare,YOLANDA CAMACHO V.,MARIA A. PACHECO OCHOA,84,15,2000,656,"4,895,000",1A,Aerocivil,85225,85,1900-01-01,2014-12-31,N,2014
464,166,ACR,ACR,ARARACUARA,Regional,-0.6008,-72.3981,Solano,Caquetá,GOBERNACION,GOBERNACION,777,43,27000,800,"31,000",3C,Privado,18756,18,1900-01-01,2014-12-31,N,2014
465,167,ADZ,ADZ,GUSTAVO ROJAS PINILLA,Internacional,12.5837,-81.7113,San Andrés,San Andrés islas,AEROCIVIL,AEROCIVIL,4341,24,no-especificado,18,"352,000",4D,Público,88001,88,1900-01-01,2014-12-31,N,2014
466,168,AER,no-especificado,AEROFLANDES - C.A.,Aeródromo,4.2171,-74.8454,Flandes,Tolima,AEROFLANDES,CLUB.ULTR-LA LIBELULA,417,17,500,1049,"1,211,000",UL,Fumigación,73275,73,1900-01-01,2014-12-31,N,2014
467,169,AFI,AFI,EL RIO,Aeródromo,6.8954,-75.0475,Amalfi,Antioquia,AEROCIVIL,AEROCIVIL,1864,26,3500,4831,"551,000",2A,Privado,5031,5,1900-01-01,2014-12-31,N,2014
468,170,AGB,no-especificado,AGUA BLANCA,Aeródromo,4.1839,-74.8931,Espinal,Tolima,FARCA S.A. - COMODATO,SANIDAD VEGETAL CRUZ,186,3,2000,1095,"7,095,000",1A,Privado,73268,73,1900-01-01,2014-12-31,N,2014
469,171,AGH,no-especificado,HACARITAMA,Aeródromo,8.2473,-73.5821,Aguachica,Cesar,AEROCIVIL,AEROCIVIL,274,8,12202,700,"9,248,000",2C,Fumigación,20011,20,1900-01-01,2014-12-31,N,2014
470,172,AGJ,no-especificado,JAMAICA,Aeródromo,5.0905,-72.4462,Aguazul,Casanare,VICTOR H-TORRES Z.,AVIOCOL LTDA.,167,16,2000,781,"1,054,000",1A,Fumigación,85010,85,1900-01-01,2014-12-31,N,2014
471,173,AGU,no-especificado,MARIA ANGELICA,Aeródromo,5.0546,-72.4471,Aguazul,Casanare,GERMAN ERAZO,CELTA LTDA.,285,4,2000,720,"4,736,000",1A,Aerocivil,85010,85,1900-01-01,2014-12-31,N,2014
472,174,AGY,no-especificado,BASE PRINCIPAL CELTA,Aeródromo,8.2002,-73.6313,Aguachica,Cesar,CIA. EN LABORES TEC Y A,CELTA LTDA.,1179,10,2500,305,"5,318,000",1A,Público,20011,20,1900-01-01,2014-12-31,N,2014
473,175,ALT,no-especificado,ALTAMIRA,Aeródromo,4.7586,-71.6386,Orocué,Casanare,PALMAR DE ALTAMIRA S.A.S.,PALMAR DE ALTAMIRA S.A.A,803,16,5000,492,"6,124,000",1A,Público,85230,85,1900-01-01,2014-12-31,N,2014
474,176,ALV,no-especificado,EL DIAMANTE,Aeródromo,4.5694,-74.9337,Alvarado,Tolima,ELIAS ACOSTA Y CIA LTDA,CRUZ VERDE,1167,6,2000,1312,"4,728,000",1A,Público,73026,73,1900-01-01,2014-12-31,N,2014
475,177,AMA,no-especificado,LA AMALIA,Aeródromo,10.867,-74.1458,Ciénaga,Magdalena,ADMINISTRACIONES Y SERVICIOS AEREOS S.A.S.,ASA S.A.S.,648,13,3000,482,"5,716,000",1A,Aerocivil,47189,47,1900-01-01,2014-12-31,N,2014
476,178,APO,APO,ANTONIO ROLDAN BETANCOURT,Nacional,7.8118,-76.7164,Carepa,Antioquia,AEROCIVIL,EN CONCESION- SOACN(Sociedad Operadora de Aeropuertos Centro Norte,3700,28,no-especificado,46,"1,590,000",4C,Público,5147,5,1900-01-01,2014-12-31,N,2014
477,179,ARG,no-especificado,ARAGUANEY,Aeródromo,5.413,-72.285,Yopal,Casanare,SANAR S.A.S,SANAR S.A.S.,250,17,4000,796,"705,000",1A,Privado,85001,85,1900-01-01,2014-12-31,N,2014
478,180,ARO,ARO,ARBOLETES,Aeródromo,8.8394,-76.43,Arboletes,Antioquia,MUNICIPIO,MUNICIPIO,1620,20,6000,13,"4,381,000",2B,Fumigación,5051,5,1900-01-01,2014-12-31,N,2014
479,181,ARQ,ARQ,EL TRONCAL,Aeródromo,7.0211,-71.3889,Arauquita,Arauca,AEROCIVIL,AEROCIVIL,497,21,12202,509,"1,073,000",2C,Privado,81065,81,1900-01-01,2014-12-31,N,2014
480,182,ATC,no-especificado,ATACO,Aeródromo,3.5837,-75.3891,Ataco,Tolima,MUNICIPIO,MUNICIPIO,1420,18,4000,1519,"156,000",2A,Privado,73067,73,1900-01-01,2014-12-31,N,2014
481,183,AUC,AUC,SANTIAGO PEREZ QUIROZ,Nacional,7.0689,-70.737,Arauca,Arauca,AEROCIVIL,AEROCIVIL,1016,19,no-especificado,418,"984,000",4C,Aerocivil,81001,81,1900-01-01,2014-12-31,N,2014
482,184,AUR,no-especificado,EL CORAJE,Aeródromo,10.0247,-74.067,Ariguaní,Magdalena,CAMAGUEY S.A.,CAMAGUEY S.A.,555,6,4000,282,"7,094,000",1A,Fumigación,47058,47,1900-01-01,2014-12-31,N,2014
483,185,BAL,no-especificado,INGENIO RISARALDA,Aeródromo,4.8948,-75.9044,Balboa,Risaralda,INGENIO RISARALDA,ING.RISARALDA-ASOCAÑA,295,5,500,3034,"2,954,000",1A,Fumigación,66075,66,1900-01-01,2014-12-31,N,2014
484,186,BAN,no-especificado,BANCO LARGO,Aeródromo,5.4631,-72.0631,Nunchía,Casanare,JAVIER CHINCHILLA MUNAR,SFA- LTDA,1104,15,2000,692,"7,056,000",1A,Aerocivil,85225,85,1900-01-01,2014-12-31,N,2014
485,187,BAR,no-especificado,GUAICARAMO,Aeródromo,4.4605,-72.9509,Barranca de Upía,Meta,GUAICARAMO S.A.,GUAICARAMO S.A.,1078,20,5500,649,"7,236,000",1A,Público,50110,50,1900-01-01,2014-12-31,N,2014
486,188,BBA,no-especificado,PIZARRO,Aeródromo,4.9608,-77.3633,Bajo Baudó,Chocó,MUNICIPIO,MUNICIPIO,490,10,no-especificado,10,"6,365,000",1A,Privado,27077,27,1900-01-01,2014-12-31,N,2014
487,189,BEC,no-especificado,BECERRIL,Aeródromo,9.6628,-73.2744,Becerril,Cesar,MUNICIPIO,FUMILLANOS,965,51,3500,320,"2,989,000",3B,Aerocivil,20045,20,1900-01-01,2014-12-31,N,2014
488,190,BIC,no-especificado,BERASTEGUI,Aeródromo,8.8845,-75.6835,Ciénaga de Oro,Córdoba,AEROCIVIL,AEROCIVIL,1422,38,2000,48,"984,000",0B,Público,23189,23,1900-01-01,2014-12-31,N,2014
489,191,BIZ,no-especificado,BIZERTA,Aeródromo,5.4225,-71.9936,Nunchía,Casanare,CELMIRA BARRAGAN F.,FUMIVILLA LTDA,117,8,2000,639,"151,000",1A,Privado,85225,85,1900-01-01,2014-12-31,N,2014
490,192,BMG,no-especificado,BARRANCO MINAS,Aeródromo,3.4907,-69.8097,Barranco Minas,Guainía,GOBERNACION,DEPARTAMENTO,609,5,no-especificado,125,"2,477,000",1A,Aerocivil,94343,94,1900-01-01,2014-12-31,N,2014
491,193,BNI,no-especificado,BOLUGA,Aeródromo,4.6903,-74.8894,Venadillo,Tolima,MARGOT URIBE DE SAMPER Y CIA,CRUZ VERDE,528,0,3000,1092,"2,172,000",1A,Público,73861,73,1900-01-01,2014-12-31,N,2014
492,194,BNO,no-especificado,BUENOS AIRES,Aeródromo,7.462,-73.7464,Puerto Wilches,Santander,AGRICOLA BUFALERA DE COLOMBIA,EL MISMO,1672,34,3500,229,"7,239,000",1A,Fumigación,68575,68,1900-01-01,2014-12-31,N,2014
493,195,BNP,no-especificado,BUENOS AIRES -FADELCE,Aeródromo,9.02,-73.6725,Pailitas,Cesar,FADELCE LTDA,FADELCE LTDA,1587,28,2000,82,"24,000",2A,Privado,20517,20,1900-01-01,2014-12-31,N,2014
494,196,BOG,BOG,EL DORADO,Internacional,4.7017,-74.1469,"Bogotá, D.C.","Bogotá, D.C.",AEROCIVIL,EN CONCESION CODAD,4083,35,no-especificado,8356,"320,000",4E,Fumigación,11001,11,1900-01-01,2014-12-31,N,2014
495,197,BUN,BUN,BUENAVENTURA-GERARDO TOBAR LOPEZ,Nacional,3.8196,-76.9899,Buenaventura,Valle del Cauca,AEROCIVIL,AEROCIVIL,432,30,no-especificado,44,"1,026,000",2C,Público,76109,76,1900-01-01,2014-12-31,N,2014
496,198,CAN,no-especificado,CANARIAS,Aeródromo,5.472,-72.1533,Nunchía,Casanare,SERRANO HERRERA Y CIA,EL MISMO,1244,9,2500,735,"3,940,000",1A,Fumigación,85225,85,1900-01-01,2014-12-31,N,2014
497,199,CAQ,no-especificado,JUAN H.WHITE,Regional,7.968,-75.1982,Caucasia,Antioquia,AEROLINEA DE ANTIOQUIA,AEROLINEA DE ANTIOQ.,391,35,no-especificado,207,"5,052,000",2B,Aerocivil,5154,5,1900-01-01,2014-12-31,N,2014
498,200,CIM,CIM,GUSTAVO ROJAS PINILLA,Aeródromo,6.3674,-73.9706,Cimitarra,Santander,AEROCIVIL,AEROCIVIL,196,9,12202,735,"644,000",3C,Público,68190,68,1900-01-01,2014-12-31,N,2014
499,201,CLO,CLO,ALFONSO BONILLA ARAGON,Internacional,3.5431,-76.3817,Palmira,Valle del Cauca,AEROCIVIL,CONCESION AEROCALI S.A.,5118,31,no-especificado,3174,"984,000",4E,Público,76520,76,1900-01-01,2014-12-31,N,2014
500,202,COG,COG,CONDOTO MANDINGA,Regional,5.072,-76.6766,Condoto,Chocó,AEROCIVIL,AEROCIVIL,977,29,no-especificado,166,"984,000",2C,Aerocivil,27205,27,1900-01-01,2014-12-31,N,2014
501,203,CPL,CPL,NAVAS PARDO,Aeródromo,3.7238,-75.4654,Chaparral,Tolima,AEROCIVIL,AEROCIVIL,1696,2,no-especificado,2729,"499,000",2C,Aerocivil,73168,73,1900-01-01,2014-12-31,N,2014
502,204,CTG,CTG,RAFAEL NUÑEZ,Internacional,10.442,-75.5123,Cartagena de Indias,Bolívar,AEROCIVIL,CONCESION-SACSA,2202,6,no-especificado,7,"4,501,000",4D,Aerocivil,13001,13,1900-01-01,2014-12-31,N,2014
503,205,CUC,CUC,CAMILO DAZA,Internacional,7.9274,-72.5116,San José de Cúcuta,Norte de Santander,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,2782,60,no-especificado,1027,"984,000",4D,Aerocivil,54001,54,1900-01-01,2014-12-31,N,2014
504,206,CZU,CZU,LAS BRUJAS,Regional,9.3325,-75.2853,Corozal,Sucre,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,2636,39,no-especificado,519,"1,862,000",3C,Aerocivil,70215,70,1900-01-01,2014-12-31,N,2014
505,207,EET,no-especificado,EL ESCOBAL,Aeródromo,4.3956,-75.0708,Ibagué,Tolima,INVERSIONES AGROPECUARIAS DOIMA,SANIDAD VEGETAL CRUZ,622,22,2000,2450,"401,000",1A,Fumigación,73001,73,1900-01-01,2014-12-31,N,2014
506,208,EJA,EJA,YARIGUIES,Nacional,7.0244,-73.8068,Barrancabermeja,Santander,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,3086,75,61100,414,"115,000",3C,Público,68081,68,1900-01-01,2014-12-31,N,2014
507,209,EJU,no-especificado,EL JUNCAL,Aeródromo,2.8471,-75.3133,Palermo,Huila,ASOJUNCAL,SANIDAD VEGETAL CRUZ VERDE,1178,5,2000,1509,"4,949,000",1A,Privado,41524,41,1900-01-01,2014-12-31,N,2014
508,210,ELB,ELB,LAS FLORES,Aeródromo,9.0428,-73.9715,El Banco,Magdalena,AEROCIVIL,AEROCIVIL,1083,5,19045,110,"1,374,000",3B,Fumigación,47245,47,1900-01-01,2014-12-31,N,2014
509,211,EYP,EYP,EL ALCARAVAN,Nacional,5.3191,-72.3842,Yopal,Casanare,AEROCIVIL,AEROCIVIL,680,25,no-especificado,1016,"984,000",3C,Público,85001,85,1900-01-01,2014-12-31,N,2014
510,212,FLA,FLA,GUSTAVO ARTUNDUAGA PAREDES,Nacional,1.589,-75.5643,Florencia,Caquetá,AEROCIVIL,AEROCIVIL,2673,41,no-especificado,803,"984,000",3C,Aerocivil,18001,18,1900-01-01,2014-12-31,N,2014
511,213,GPI,GPI,JUAN CASIANO,Regional,2.57,-77.898,Guapí,Cauca,AEROCIVIL,AEROCIVIL,2503,4,no-especificado,164,"245,000",3C,Privado,19318,19,1900-01-01,2014-12-31,N,2014
512,214,GYM,no-especificado,FLAMINIO S. CAMACHO,Aeródromo,4.8125,-74.0651,Chía,Cundinamarca,AEROCIVIL,AEROCIVIL,3119,35,7000,8386,"984,000",2B,Privado,25175,25,1900-01-01,2014-12-31,N,2014
513,215,HTZ,HTZ,HATO COROZAL,Aeródromo,6.1535,-71.7616,Hato Corozal,Casanare,AEROCIVIL,AEROCIVIL,1180,3,12202,830,"502,000",2C,Público,85125,85,1900-01-01,2014-12-31,N,2014
514,216,IBE,IBE,PERALES,Nacional,4.4217,-75.1336,Ibagué,Tolima,AEROCIVIL,AEROCIVIL,3399,58,no-especificado,3114,"984,000",3C,Fumigación,73001,73,1900-01-01,2014-12-31,N,2014
515,217,IGO,IGO,JAIME ORTIZ BETANCUR,Aeródromo,7.6772,-76.683,Chigorodó,Antioquia,MUNICIPIO,MUNICIPIO,931,21,6400,170,"4,545,000",1A,Público,5172,5,1900-01-01,2014-12-31,N,2014
516,218,IPI,IPI,SAN LUIS,Internacional,0.8619,-77.6718,Aldana,Nariño,AEROCIVIL,AEROCIVIL,636,49,no-especificado,9740,"455,000",3C,Aerocivil,52022,52,1900-01-01,2014-12-31,N,2014
517,219,LJB,no-especificado,EL BORREGO,Aeródromo,9.5851,-73.4519,La Jagua de Ibirico,Cesar,DRUMMOND LTD.,DRUMMOND LTD.,1647,31,no-especificado,253,"5,388,000",3C,Fumigación,20400,20,1900-01-01,2014-12-31,N,2014
518,220,MFS,MFS,MIRAFLORES,Aeródromo,1.3377,-71.9507,Miraflores,Guaviare,MUNICIPIO,MUNICIPIO,2048,10,25000,730,"21,000",3B,Aerocivil,95200,95,1900-01-01,2014-12-31,N,2014
519,221,MGN,MGN,BARACOA,Aeródromo,9.2849,-74.8465,Magangué,Bolívar,AEROCIVIL,AEROCIVIL,576,3,33112,195,"352,000",2B,Aerocivil,13430,13,1900-01-01,2014-12-31,N,2014
520,222,MMP,MVP,SAN BERNARDO,Aeródromo,9.2583,-74.4383,Mompós,Bolívar,AEROCIVIL,AEROCIVIL,2303,22,16300,72,"352,000",2A,Privado,13468,13,1900-01-01,2014-12-31,N,2014
521,223,MQU,MQU,JOSE CELESTINO,Regional,5.2126,-74.8837,San Sebastián de Mariquita,Tolima,AEROCIVIL,AEROCIVIL,1478,40,no-especificado,1531,"51,000",2A,Público,73443,73,1900-01-01,2014-12-31,N,2014
522,224,MTB,MTB,EL PINDO,Regional,7.9733,-75.4413,Montelíbano,Córdoba,AEROCIVIL,AEROCIVIL,1055,35,12202,160,"3,107,000",2C,Aerocivil,23466,23,1900-01-01,2014-12-31,N,2014
523,225,MTR,MTR,LOS GARZONES,Nacional,8.8239,-75.8261,Montería,Córdoba,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,954,12,no-especificado,19,"984,000",4C,Público,23001,23,1900-01-01,2014-12-31,N,2014
524,226,MVP,MVP,FABIO A. LEON BENTLEY,Regional,1.2535,-70.2341,Mitú,Vaupés,MUNICIPIO,AEROCIVIL,1930,53,no-especificado,680,"34,000",3C,Aerocivil,97001,97,1900-01-01,2014-12-31,N,2014
525,227,NQU,NQU,REYES MURILLO,Regional,5.712,-77.2627,Nuquí,Chocó,AEROCIVIL,AEROCIVIL,882,11,no-especificado,13,"2,279",1A,Privado,27495,27,1900-01-01,2014-12-31,N,2014
526,228,NVA,NVA,BENITO SALAS,Internacional,2.9499,-75.2941,Neiva,Huila,AEROCIVIL,AEROCIVIL,2933,17,no-especificado,1464,"57,000",3C,Privado,41001,41,1900-01-01,2014-12-31,N,2014
527,229,OCV,OCV,AGUAS CLARAS,Regional,8.3156,-73.3583,Ocaña,Norte de Santander,AEROCIVIL,AEROCIVIL,1957,6,19000,3850,"2,363,000",2C,Aerocivil,54498,54,1900-01-01,2014-12-31,N,2014
528,230,ORU,no-especificado,EL MEDANO,Aeródromo,4.7621,-71.7184,Orocué,Casanare,ALBERTO MENDOZA Y OTRO,EL MISMO,1349,26,4950,485,"828,000",1A,Público,85230,85,1900-01-01,2014-12-31,N,2014
529,231,OTU,OTU,REMEDIOS OTU,Regional,7.0106,-74.7156,Remedios,Antioquia,AEROCIVIL,AEROCIVIL,331,8,no-especificado,2058,"522,000",1A,Privado,5604,5,1900-01-01,2014-12-31,N,2014
530,232,PCR,PCR,GERMAN OLANO,Regional,6.185,-67.4925,Puerto Carreño,Vichada,MUNICIPIO,AEROCIVIL,920,2,no-especificado,1915,"551,000",3C,Fumigación,99001,99,1900-01-01,2014-12-31,N,2014
531,233,PIP,RON,PAIPA JUAN JOSE RONDON,Aeródromo,5.7644,-73.1057,Paipa,Boyacá,AEROCIVIL,AEROCIVIL,1495,60,11400,8205,"984,000",3C,Público,15516,15,1900-01-01,2014-12-31,N,2014
532,234,PLT,PLT,LAS FLORES,Aeródromo,9.7985,-74.7831,Plato,Magdalena,AEROCIVIL,AEROCIVIL,26,37,3500,86,"876,000",2A,Fumigación,47555,47,1900-01-01,2014-12-31,N,2014
533,235,PPN,PPN,GUILLERMO LEON VALENCIA,Nacional,2.4542,-76.6099,Popayán,Cauca,AEROCIVIL,AEROCIVIL,3583,19,no-especificado,5669,"455,000",4C,Fumigación,19001,19,1900-01-01,2014-12-31,N,2014
534,236,PSO,PSO,ANTONIO NARIÑO,Nacional,1.3964,-77.291,Pasto,Nariño,AEROCIVIL,AEROCIVIL,1359,22,no-especificado,5896,"95,000",4C,Aerocivil,52001,52,1900-01-01,2014-12-31,N,2014
535,237,PTL,PTX,CONTADOR,Regional,1.8573,-76.0856,Pitalito,Huila,AEROCIVIL,AEROCIVIL,936,17,no-especificado,4221,"2,090,000",2B,Fumigación,41551,41,1900-01-01,2014-12-31,N,2014
536,238,PTW,no-especificado,GEMELOS DORADOS,Aeródromo,7.2466,-73.7723,Puerto Wilches,Santander,MILTON A. SALAZAR REY,EL MISMO,1566,29,5670,314,"6,473,000",1A,Aerocivil,68575,68,1900-01-01,2014-12-31,N,2014
537,239,PUU,PUU,TRES DE MAYO,Nacional,0.5054,-76.5008,Puerto Asís,Putumayo,AEROCIVIL,AEROCIVIL,1978,48,33112,809,"115,000",3C,Fumigación,86568,86,1900-01-01,2014-12-31,N,2014
